failed_logins_last_60s,requests_per_minute,votes_in_session,hour_of_day,is_new_ip,session_duration_seconds,admin_actions_per_session,status_is_error,ground_truth,attack_type
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,120.0,0.0,4.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,3.0,0.0,5.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,23.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,23.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,22.0,0.0,0.0,0.0,0.0,1,rapid_requests
1.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,1.0,0.0,7200.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,4.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,1.0,0.0,5.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,4.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,4.0,0.0,4.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,60.0,0.0,2.0,0.0,280.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,23.0,0.0,7200.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,1.0,0.0,9.0,0.0,0.0,1,other_attack
0.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,22.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,897.0,0.0,0.0,1,brute_force
0.0,60.0,0.0,4.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,4.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,4.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,23.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,23.0,0.0,7200.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,1.0,0.0,4.0,0.0,0.0,1,sql_injection
0.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,23.0,0.0,282.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
1.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,3.0,0.0,282.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,806.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,902.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,90.0,0.0,4.0,0.0,1.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,4.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,23.0,0.0,282.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,23.0,0.0,902.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
1.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,22.0,0.0,282.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,22.0,0.0,931.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,120.0,0.0,2.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,4.0,0.0,282.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,120.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
1.0,30.0,0.0,23.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,0.0,0.0,1009.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,4.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,2.0,0.0,4.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,1.0,0.0,1019.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,1,admin_abuse
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,22.0,0.0,281.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,2.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,2.0,0.0,7200.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,2.0,0.0,90.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,60.0,0.0,22.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,22.0,0.0,5.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,23.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,3.0,0.0,5.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,0.0,0.0,280.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,22.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,60.0,0.0,2.0,0.0,1.0,0.0,0.0,1,brute_force
0.0,120.0,0.0,4.0,0.0,3.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,22.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,1.0,0.0,4.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,2.0,0.0,283.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,3.0,0.0,67.0,4.0,0.0,1,sql_injection
0.0,120.0,0.0,23.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,22.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,4.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,3.0,0.0,283.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,3.0,0.0,801.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,22.0,0.0,7200.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,1.0,0.0,4.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,4.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,4.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,22.0,0.0,41.0,0.0,0.0,1,sql_injection
0.0,60.0,0.0,22.0,0.0,280.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,90.0,0.0,22.0,0.0,9.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,120.0,0.0,2.0,0.0,3.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,2.0,0.0,7200.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,4.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,0.0,0.0,4.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,3.0,0.0,4.0,0.0,0.0,1,sql_injection
0.0,150.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,60.0,0.0,23.0,0.0,1.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,60.0,0.0,3.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,3.0,0.0,281.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,22.0,0.0,806.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,120.0,0.0,23.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,120.0,0.0,4.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,120.0,0.0,1.0,0.0,4.0,0.0,0.0,1,brute_force
1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,60.0,0.0,23.0,0.0,4.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,60.0,0.0,23.0,0.0,1.0,0.0,0.0,1,brute_force
0.0,150.0,0.0,2.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,4.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,23.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,4.0,0.0,282.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1,rapid_requests
1.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,4.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,4.0,0.0,806.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,4.0,0.0,7200.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,60.0,0.0,4.0,0.0,1.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,60.0,0.0,4.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,4.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,150.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,30.0,0.0,22.0,0.0,0.0,0.0,0.0,1,sql_injection
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,90.0,0.0,22.0,0.0,1.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,2.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
0.0,200.0,0.0,23.0,0.0,0.0,0.0,0.0,1,rapid_requests
0.0,200.0,0.0,22.0,0.0,0.0,0.0,0.0,1,brute_force
